1.821	1.003
1.821	1.044
1.821	1.087
1.821	1.131
1.821	1.177
1.821	1.224
1.821	1.274
1.821	1.326
1.821	1.380
1.821	1.436
1.821	1.494
1.821	1.555
1.821	1.618
1.061	1.683
1.061	1.752
1.061	1.823
1.061	1.897
1.061	1.974
1.061	2.054
1.061	2.137
1.061	2.224
1.061	2.315
1.061	2.409
1.061	2.506
1.061	2.608
1.061	2.714
1.061	2.824
1.061	2.939
1.061	3.058
1.061	3.182
1.061	3.312
1.061	3.446
1.061	3.586
1.061	3.732
1.061	3.883
1.061	4.041
1.061	4.205
1.061	4.376
1.061	4.553
1.061	4.738
1.061	4.930
1.061	5.131
1.061	5.339
1.061	5.556
1.061	5.781
1.061	6.016
1.061	6.260
1.061	6.515
1.061	6.779
1.061	7.054
1.061	7.341
1.061	7.639
1.061	7.949
1.061	8.272
1.061	8.608
1.061	8.957
1.061	9.321
1.061	9.699
1.500	10.093
